Requirement,Specific_Type
Such agreements would clarify the mutual custodial responsibilities of jurisdictions with relation to PHI.,SE
"Of all security requirements protecting PHI, one of the most important is audit and logging.",SE
These ensure accountability for patients or persons entrusting their information to electronic health record systems and also ensure that users will conform to policies on acceptable use of the EHRi.,SE
"Audit records should contain the necessary information to answer the following questions: 1)For a given user, what PHI did they access, create or update and when? 2)or a given element of PHI, what users have accessed, created or updated it and when?",SE
"1) A trustee shall ensure every electronic information system that the trustee designs or acquires after December 11, 2000: a) produces an electronic record of every successful or unsuccessful attempt to i) gain access to the personal health information maintained on the system, ii) add to, delete or modify the personal health information maintained on the system; and",SE
"To construct an authoritative transcript of which users have accessed a patient or person's PHI or what PHI a user has accessed, all audit records will need to be accessible and hence audit requirements meeting the strictest existing jurisdictional legal requirements are essential to support full interoperability across jurisdictions.",SE
Rationale: Such an audit log allows reconstruction of the state of any EHR stored within the POS system at any point in time.,SE
The EHRi may be required to keep a record of all cross-jurisdictional transfers of PHI.,SE
"For example, Alberta's health information legislation requires a custodian that discloses PHI to make a note of the name of the person to whom the custodian disclosed the information; the date and purpose of the disclosure; and a description of the information disclosed.",SE
"All POS systems connected to the EHRi must record in an audit log every instance of a user accessing, updating, or archiving PHI.",SE
"All organisations hosting components of the EHRi or connecting to the EHRi must retain75 the audit log for the entire retention period of the records audited, to enable investigations to be carried out when necessary and to provide evidence where necessary.",SE
Rationale: This requirement mandates that automated tools actively look for anomalous patterns of access.,SE
Such active intrusion detection is an essential feature of robust security systems.,SE
"Unlike audit logging itself, the analysis tools need not be continuously available.",SE
It suffices that such tools be available when needed.,SE
Need will be determined by system design and by appropriate Threat and Risk Analysis.,SE
The EHRi must be capable of identifying of all users who have accessed or modified a given patient's or person's record(s) over a given period of time. Rationale: This requirement is intended to facilitate the discovery of inappropriate access and assist in subsequent disciplinary or legal action.,SE
The EHRi must be capable of identifying all patients or persons whose records have been accessed or modified by a given user over a given period of time.,SE
The EHRi must provide functions for analyzing logs and audit trails to allow the identification of all users who have accessed or modified such record(s) over a given period of time.,SE
Rationale: This requirement greatly facilitates the determination of suspicious or wrongful use of access privileges with regard to patients who are high profile or whose confidentiality is otherwise especially at risk.,SE
"As noted in the discussion of Privacy Requirement 22a, the records of certain patients or persons (e.g. celebrities, politicians, and newsmakers) may be at elevated risk of access by those who do not have a need-to-know.",SE
"This requirement should not be construed as meaning that the information in the records of such patient or persons are somehow more confidential than those of ordinary citizens or that these records, as information assets, are more valuable than those that are not at elevated risk of inappropriate access.",SE
The EHRi must secure access to audit records and must safeguard access to system audit tools and audit trails to prevent misuse or compromise.,SE
"Confidentiality is critical since a third party obtaining access to such a log might infer PHI from audit log entries (e.g., from a log entry indicating update of a patient record by a user at a cancer care centre, it could be inferred that the patient has cancer).",SE
The EHRi must provide appropriate security measures to protect audit logs from tampering.,SE
All organisations hosting components of the EHRi must subject system logs and audit logs to detailed review; on a regular and ongoing basis.,SE
"Note that analysis tools that facilitate audit trail review are mandated in Security Requirement 46, Security Requirement 47, Security Requirement 48 and Security Requirement 49.",SE
Audit log review can be greatly aided by software such as intrusion detection systems that look for unusual patterns of use and facilitate exception reporting.,SE
Note that Manitoba's health information legislation requires a trustee to regularly review audit trails -to detect any security breaches.,SE
5)detect unauthorized activities; and,SE
6)ensure information security when using mobile computing and tele-networking facilities.,SE
All organisations hosting components of the EHRi must develop an Access Control Policy for the EHRi.,SE
"a) the accurate capture of a user's identity (e.g.: Joan Smith, born March 26 1982, currently resident on Bloor Street, Toronto);",SE
"the accurate capture of a user's enduring professional credentials (e.g.: Dr. Joan Smith, Cardiologist) possibly and possibly job title (e.g.: Susan Jones, Medical Receptionist); and",SE
c) the proper assignment of a user id.,SE
All organisations connecting to the EHRi must subject potential users of POS systems that connect to the EHRi to a formal user registration process.,SE
"These user registration procedures must ensure: a) that the level of user identification that is provided is consistent with the assurance required, given the value of the information assets and the functions that will become available to the user; b) that each potential user has a legitimate relationship with the organisation; c) that each potential user has a legitimate need to access PHI via the EHRi.",SE
"All organisations connecting to the EHRi must ensure that users of POS systems that connect to the EHRi are assigned an identifier (user ID) that, in combination with other identifiers (e.g., facility identifiers, jurisdictional identifiers, etc.) can uniquely identify the user within the EHRi.",SE
POS systems must support the unique identification of users.,SE
Rationale: This requirement facilitates system-wide audit and trusted end-to-end security.,SE
"For the EHRi, the overarching objective is to provide security controls to ensure that access to specific records, and, where appropriate, to specific elements of PHI within those records, is granted only to those EHRi users with a legitimate need-to-know.",SE
"In the subsections that follow, several access control methodologies are discussed that, when taken together, ensure the confidentiality and integrity of PHI by restricting user access to those with a legitimate need-to-know.",SE
There are significant issues related to using RBAC to support an interoperable EHR that must be resolved before the EHRi can make full and effective use of RBAC.,SE
"All POS systems connected to the EHRi must ensure that each user will access applications and services of the EHRi in a single role (i.e., users who have been registered with more than one non-overlapping role must designate a single role during each EHRi session).",SE
"For example, a general practitioner who works in the Emergency Department of a rural hospital one day a week (and who has emergency override privileges while on duty) must clearly indicate to the POS system when she is acting in this capacity and must do so prior to accessing a patient or person's EHR via the EHRi.",SE
Another example would be an EHRi user accessing EHRi records as a clinician and also sometimes as a researcher.,SE
"A hierarchical organisation of roles, accommodating users who frequently switch between dual roles that are both related to clinical care, would greatly reduce user frustration from needlessly having to switch between one role and the other.",SE
"Properly designed roles will ensure that users rarely, if ever, have switch roles by initiating a new session.",SE
The EHRi and all POS systems connected to the EHRi must be capable of assigning users to working groups and of granting access to records based on working groups.,SE
"At a minimum, VIPs and other selected patients will require restriction of their EHRs to just those individuals who are known members of their healthcare team.",SE
This is a privacy protective feature that all Canadians might reasonably expect to protect their PHI from potential access by any arbitrary healthcare provider registered to use the EHRi.,SE
"The EHRi and all POS systems connected to the EHRi must support the revocation of user access privileges in a timely manner; i.e. to immediately prevent the user from logging on, after access privileges have been revoked.",SE
Revocation of user access privileges does not in itself alter the status of data that the user has already entered.,SE
Punitive revocation of a user's access privileges may need to be accompanied by a review of data entered by the user; such determination must be made on a case-by-case basis.,SE
Rationale: This requirement ensures that user access privileges to the EHRi can be immediately and systematically suspended if there are grounds to do so.,SE
"Discretionary access control occupies a middle ground between the two extremes of, on the one hand, allowing all users in a given role access to a huge pool of electronic health records; and on the other hand, requiring explicit consent for each user to access each record.",SE
"As noted above, discretionary access control does not ""trump"" role based access control.",SE
"Organisations connecting to the EHRi must define user responsibilities, make users aware of them and have users agree to them as part of an acceptable use agreement.",SE
Rationale: Acceptable use agreements are an important part of ensuring that users are aware of their responsibilities (and hence help to support Security Requirement 16) as well as provide the basis for legal redress if users abuse their access rights.,SE
Organisations hosting components of the EHRi must ensure that all EHRi connections to remote servers and applications are authenticated.,SE
Rationale: This helps to ensure that applications containing PHI are not compromised by masquerading remote servers possibly and possibly applications.,SE
Organisations hosting components of the EHRi must securely control access to diagnostic ports and services on networks hosting those components.,SE
"Organisations hosting components of the EHRi must introduce network controls to segregate information services, users and information systems that are not involved in access to or hosting of the EHRi.",SE
Rationale: This requirement is intended to protect against a variety of denial of service attacks.,SE
"Organisations hosting components of the EHRi, must restrict and control the use of system utility programs.",SE
"Where appropriate, the EHRi should restrict connection duration to EHRi application services to provide additional security for access to those applications.",SE
Rationale: This requirement is sometimes used in high security applications to force a reconnect (and hence re-authentication) when a connection has been held open for an excessively long time.,SE
The EHRi and all POS systems connected to the EHRi must robustly authenticate users.,SE
"Moreover, some level of uniformity in the strength of authentication will likely be needed to support cross-jurisdictional interoperability.",SE
It is important to note that this requirement would likely necessitate the implementation of robust authentication technologies:,SE
"It is expected that the EHRi and POS systems connected to the EHRi will work together to accomplish the task of authenticating users who access the EHRi; i.e., users do not need to be authenticated twice.",SE
"All POS systems connected to the EHRi must protect unattended workstations against an unauthorized person taking the opportunity to use the workstation while the POS is active, either with automatic timeout after a period of inactivity or by placing the workstations in a physically secure area.",SE
Proper positioning of workstations also plays a role in ensuring that the patients or persons cannot see the details of other people's records.,SE
"Rationale: Application of wireless networking to healthcare needs to be done securely to prevent interception and decryption of wireless network traffic and to protect against end-user masquerade, man-in-the-middle attacks, access point spoofing, session hijacking, and potentially denial of service.",SE
All of these can be addressed through the use of encryption.,SE
"This, combined with Security Requirement 31 (Encrypting PHI During Transmission) implies that all wireless communication of PHI be encrypted.",SE
1)ensure security is built into operational systems;,SE
"2)prevent loss, modification or misuse of user data in application systems;",SE
"3)protect the confidentiality, authenticity, availability and integrity of information;",SE
4)ensure IT projects and support activities are conducted in a secure manner; and,SE
5)maintain the security of application system software and data.,SE
b) must be capable of merging two or more EHR records if it is determined that multiple records for the same patient or person have been unintentionally created.,SE
"The EHRi and all POS systems connected to the EHRi must include, wherever feasible, measures to safeguard against user error by validating data input to ensure that it is correct and appropriate.",SE
"All POS systems connected to the EHRi should ensure it is possible to check that hardcopy print-outs are complete (e.g.: ""page 3 of 5"").",SE
"To the extent that the EHRi supports the replacement of paper-based prescriptions, a facility for the application, recognition and verification of digital signatures will be among the services provided by the EHRi, as Canadian law requires that prescriptions be signed.77 Although the principle use of digital signatures would probably be for e-prescribing, there are many other less common situations where the signature of a physician might be required upon a form (for example, death certificates).",SE
Processing of these other paper based forms would also benefit from augmentation with e-forms and the concomitant use of digital signatures by physicians.,SE
"Finally, digital signatures play an important role in providing so-called ""security assertions"" -reliable attestations that a given user or system has a given attribute.",SE
"As well, digital signatures can themselves form the basis of an effective two-factor authentication methodology as per Security Requirement 71 (Robustly Authenticating Users), and so can fulfil this function as well as provide for signature capability.",SE
"Regulations under the Food and Drug Act require that prescriptions be either in writing or verbal: (a) if the prescription is in writing, it has been signed and dated by the practitioner issuing the same and the signature of the practitioner where not known to the pharmacist, has been verified by him; or (b)if the prescription is given verbally, the pharmacist has taken reasonable precaution to satisfy himself that the person giving the prescription is a practitioner.",SE
Organisations hosting components of the EHRi must take steps to test for and prevent the exploitation of published vulnerabilities in systems and software that host those component. Rationale: This requirement prevents the exploitation of known vulnerabilities in systems that have not been updated with currently available security patches.,SE
It also mandates that security patches which fix known security problems either be applied when available or else effective alternative steps be taken to address the security problem.,SE
Effective security vulnerability management of new or significantly upgraded systems and software should also include penetration testing.,SE
The objectives of security incident management are to: 1)build a reporting infrastructure for reporting incidents and weakness; and 2)manage incidents and institute improvements to prevent their future occurrence.,SE
The EHRi must - and all POS systems connected to the EHRi should -trigger a notification to the accountable person specified in Security Requirement 3 of every detected pattern of system misuse (see Security Requirement 46),SE
"Organisations hosting components of the EHRi must establish incident management responsibilities and procedures to ensure a quick, effective and orderly response to security incidents and to collect and preserve incident-related data such as audit trails, logs and other evidence.",SE
"Security incident management procedures are intended to restore normal EHRi operations in a timely manner, and to minimise any loss of confidentiality or data and system integrity.",SE
"Organisations hosting components of the EHRi must put in place a managed process for developing and maintaining business continuity throughout the organisation, including: a) developing a strategic plan, based on appropriate risk assessment, for the overall approach to business continuity; b) developing written plans to maintain or restore business operations in a timely manner following interruption to, or failure of, critical business processes relating to the EHRi; and c) maintaining a unified framework of business continuity plans to ensure that all plans are consistent, and to identify priorities for testing and maintenance.",SE
Item c is intended to integrate business continuity planning in IT systems with broader plans to maintain services to patients.,SE
"The objectives of compliance in information security management are to: 1)avoid breaches of any criminal or civil law, statutory, regulatory or contractual obligations and of any security requirements; 2)ensure compliance of systems with organisational security policies and standards; and 3)maximize the effectiveness of and minimize interference with or from the system audit process.",SE
Audit standards for the EHRi will be based on jurisdictional requirements and standards.,SE
"7)Substitute Decision Makers May Require Identification Substitute decision makers may be required to make decision concerning treatment, as well to make decisions concerning the patient or person's consent directives.",SE
9)Keeping PHI from System and Administrative Personnel EHRi system administrators may have access to PHI that they are not authorized to retrieve; either directly via system tools other than the application level user interface or via integration engines that process and exchange information.,SE
"An EHRi that effectively encrypts such PHI during storage and when in transit could avoid these unintended disclosures to system personnel and other insiders (albeit with attendant overhead in administration and processing) but there are many other options as well, including decoupling of personal identifiers from healthcare information.80",SE
"10)Keeping PHI from Unauthorized Third Parties Unauthorized third parties may retrieve or even alter PHI in transit (e.g., by intercepting unencrypted transmission of data), in repositories (e.g., by ""hacking"" into database repositories), or in storage on secondary media (e.g., by obtaining unencrypted data backups or data archives).",SE
"This ensures that a user who does not work exclusively in an emergency department will not have access to emergency override functions while working in a non-emergency setting (e.g., when providing family medicine in a physician practice).",SE
-Security Requirement 43 specifies that the role exercised by the user while performing an action (e.g.: accessing or updating a record) must be logged in an audit trail.,SE
Users whose roles include a role with access to emergency override functions and who invokes that role in a non-emergency situation in order to exercise those emergency override functions may therefore be subject to disciplinary procedures based upon the evidence provided by the audit log.,SE
"All users are registered and uniquely identified (c.f. Security Requirement 54 and Security Requirement 55) and all organisations connecting to EHRi are also identified and their access logged as appropriate (Security Requirement 43 Minimum Content of Audit Logs), but there is no essential need "" from a privacy or security viewpoint "" to identify systems, servers or applications.",SE
The requirements for patient or person identification and the data used to support it may also vary from jurisdiction to jurisdiction.,SE
The provision of emergency care and other situations in which adequate patient identification may not have been possible will inevitably create instances of multiple records for the same patient or person.,SE
"Such merging requires the greatest care and will therefore necessitate not only personnel trained in such merging, but may also require technical tools to better facilitate the integration of information from the original records into a unified whole.",SE
"As EHRs become increasingly interoperable and the number of EHR users grows, so to does the risk of inappropriate access.",SE
"Whenever a request to retrieve a patient or person's EHR is initiated from a jurisdiction where a patient or person has not received care in the past, some additional authorization mechanisms may need to be invoked.",SE
"The specifics of this issue is not addressed by any of the requirements, although Privacy Requirement 8, Privacy Requirement 9, Privacy Requirement 10, Privacy Requirement 11, and Privacy Requirement 12 specify that consent data be captured by POS systems and transmitted to the EHRi when transmitting the underlying PHI.",SE
"Encryption technology is now routinely applied to network traffic to protect its passage across networks such as the Internet86, The enduring confidentiality of PHI and the low cost of storing huge volumes of intercepted network traffic combine to place stringent demands on the cryptographic protection of PHI during transmission.",SE
It will also require consistent policies and procedures for issuing digital certificates that meet the high standards of digital certificate issuance demanded of e-prescribing.,SE
Responsibilities must be carefully delineated so that the entire EHRi remains continuously defended against intrusion.,SE
User authentication schemes (and other security mechanisms that users are exposed to) must not become a barrier to deployment and use.,SE
"2) VLER DAS sends a list of available exam results filtered by Physician Name and Date Range to the consuming application (first pass) for the following allowed configurations: a. Last Name, Date Range; b. Last Name, First Name, Date Range; c. Last Name, First Name, Middle Name, Date Range;",SE
"Therefore, a maximum results limitation must be included in order to prevent VLER DAS from being overwhelmed.",SE
1) MVI (Master Veteran Index) will be the only system used by the DAS (Data Access Service) for any identity management function.,SE
"As the Business Owner, I want the Virtual Lifetime Electronic Record (VLER) Data Access Services (DAS) to log all requests or responses that it receives or sends in relation to storage of an exam result so that VLER DAS is in compliance with Department of Veterans Affairs (VA) system auditing requirements and can assist with troubleshooting.",SE
"The VA requires that system audit logs must record sufficient information to establish what events occurred, the sources, and outcomes of the events.",SE
Audit logging must be sufficient in detail to facilitate reconstruction of events if a compromise or malfunction is suspected or has occurred.,SE
All requests and responses for the store action must be logged in the audit log.,SE
"The events and outcomes associated with the specified exam result will be recorded in VLER DAS audit logs, and can be used to aid in tracking the exam result through the system.",SE
1) VLER DAS stores event descriptions in an audit log for a minimum of six (6) years.,SE
"2) VLER DAS stores the following attributes, when available, in an audit log: a) Unique Identifier for the exam result; b) Creation Date (Date, Time, and Time Zone); c) Date Status Modified (Date, Time, and Time Zone); d) System ID (Fully Qualified Domain Name); e) Transaction Type (description of action, e.g., Store); f) Organization Name the document is received from or sent to; g) Event Description (e.g.,refer to audit logging events below ); h) Patient ID (EDIPI, if not available then ICN, if neither available then SSN) , Assigning Authority, Assigning Facility;",SE
3) VLER DAS stores the event description information in an audit log for the following events: a) VLER DAS receives a request from a producing application to store an exam result; b) VLER DAS calls the VA Identity Management (IdM) for the Patient ID; c) VLER DAS sends a request to the Health Data Repository (HDR) to store an exam result; d) VLER DAS receives a response from HDR regarding storage of the exam result;,SE
"VLER DAS stores the ""Unique Identifier"" for the exam result, when available, in an audit log.",SE
"VLER DAS stores the ""Date Status Modified"" (Date, Time, and Time Zone) , when available, in an audit log",SE
"VLER DAS stores the ""System ID"" (Fully Qualified Domain Name) , when available, in an audit log.",SE
"VLER DAS stores the ""Transaction Type"" (description of action, e.g., Store) , when available, in an audit log.",SE
"VLER DAS stores the ""Organization Name"" the document is received from or sent to, when available, in an audit log.",SE
"VLER DAS stores the ""Event Description"", when available, in an audit log.",SE
"VLER DAS stores the ""Status of Exam Result"", when available, in an audit log.",SE
VLER DAS stores the event description information in an audit log for the following event: VLER DAS calls the VA Identity Management (IdM) for the Patient ID.,SE
All requests and responses for the retrieve action must be logged in the audit log.,SE
"2) VLER DAS stores the following attributes, when available, in an audit log: a) Unique Identifier for the exam result; b) Creation Date (Date, Time, and Time Zone); c) Date Status Modified (Date, Time, and Time Zone); d) System ID (Fully Qualified Domain Name); e) Transaction Type (description of action, e.g., Retrieve); f) Organization Name the document is received from or sent to; g) Event Description (e.g., refer to audit logging events below ); h) Patient ID (EDIPI, if not available then ICN, if neither available then SSN) , Assigning Authority and Assigning Facility.",SE
3) VLER DAS stores the event description information in an audit log for the following events:,SE
b) VLER DAS sends a request to the Health Data Repository (HDR) to retrieve a list (first pass) of exam results,SE
"VLER DAS stores the ""Creation Date"" (Date, Time, and Time Zone) , when available, in an audit log.",SE
"VLER DAS stores the ""Transaction Type"" (description of action, e.g., Retrieve) , when available, in an audit log.",SE
"VLER DAS stores the ""Patient ID"" (EDIPI, if not available then ICN, if neither available then SSN) , ""Assigning Authority"" and ""Assigning Facility"", when available, in an audit log.",SE
"As the Business Owner, I want the Virtual Lifetime Electronic Record (VLER) Data Access Services (DAS) to log all requests or responses that it receives or sends in relation to the storage of an exam result status so that VLER DAS is in compliance with Department of Veterans Affairs (VA) system auditing requirements and can assist with troubleshooting.",SE
All requests and responses for the store exam result status action must be logged in the audit log.,SE
"2) VLER DAS stores the following attributes, when available, in an audit log: a) Unique Identifier for the exam result; b) Creation Date (Date, Time, and Time Zone); c) Date Status Modified (Date, Time, and Time Zone); d) System ID (Fully Qualified Domain Name); e) Transaction Type (description of action, e.g., Store Status); f) Organization Name the document is received from or sent to; g) Event Description (e.g.,refer to audit logging events below ); h) Patient ID (EDIPI, if not available then ICN, if neither available then SSN) , Assigning Authority and Assigning Facility.",SE
"VLER DAS stores the ""Transaction Type"" (description of action, e.g., Store Status) , when available, in an audit log.",SE
"As the Business Owner, I want the Virtual Lifetime Electronic Record (VLER) Data Access Services (DAS) to log all notifications for exam results stored with a status of ""Completed ""so that VLER DAS is in compliance with Department of Veterans Affairs (VA) system auditing requirements and can assist with troubleshooting.",SE
"All requests and responses for the notify of ""Completed"" status action must be logged in the audit log.",SE
"The events and outcomes associated with the specified notification will be recorded in VLER DAS audit logs, and can be used to aid in tracking the exam result through the system.",SE
"2) VLER DAS stores the following attributes, when available, in an audit log: a) Unique Identifier for the exam result; b) Creation Date (Date, Time, and Time Zone); c) Date Status Modified (Date, Time, and Time Zone); d) System ID (Fully Qualified Domain Name); e) Transaction Type (description of action, e.g., Notify of Approval); f) Organization Name the notification is sent to; g) Event Description (e.g.,refer to audit logging event below ); h) Patient ID (EDIPI, if not available then ICN, if neither available then SSN) , Assigning Facility, and Assigning Authority;",SE
"VLER DAS stores the ""Transaction Type"" (description of action, e.g., Notify of Completed Status) , when available, in an audit log.",SE
"VLER DAS stores the ""Organization Name"" the notification is sent to, when available, in an audit log.",SE
"VLER DAS stores the ""Patient ID"" (EDIPI, if not available then ICN, if neither available then SSN) , ""Assigning Facility"", and ""Assigning Authority"", when available, in an audit log.",SE
Nurses need to ensure the patient's privacy and security of EHR data is protected.,SE
"Via a usable interface, nurses need immediate and easy access to accurate and critical information about the care provided to patients to support decision-making regarding safe, quality care",SE
- Allows secure messaging and notifications about discrepancies within the patient's circle of care,SE
Nurses need patient-specific information to provide patient or family centered care.,SE
"The CNG shall be equipped with a WAN interface towards the NGN implementing layer 1 and 2 functionalities (""one-box"" solution).",FR
LAN interfaces. The CNG shall be equipped with at least one Ethernet (minimum 100 Mbit/s) is interface. Optional interfaces could be present e.g.: wireless LAN Wi-Fi Alliance certified Powerlines Plastic Optical Fiber USB device and/or host one or more FXS for analog telephony DECT Cat-iq.,FR
The CNG shall support both routed and bridged modes of operation.,FR
The CNG shall support direct intra-LAN connectivity between any appropriate pair of devices on the Customer Premises Network.,FR
The CNG shall support different IP address schemes and subnets on the same physical LAN port and on different LAN ports irrespective of routed or bridged mode of operation allowing the direct addressability of CNDs from the NGN side in relation to data plane control plane and management plane flows.,FR
The CNG shall support use of one user identity on several terminals as well as to share one terminal with several identities.,FR
The CNG and the Customer Network shall support the NGN services usage (e.g. voice communications video communications IPTV entertainment …) allowing the connection to the right service control platforms.,FR
The CNG should support redirection of IP Multimedia sessions as defined by TS 181 005 [1] independently from the type of device used (NGN terminal or other CND).,FR
The CNG and the Customer Network shall assure the confidentiality the integrity of signalling/control/media and management flows.,SE
The CNG should negotiate session parameters (bandwidth screen resolution codecs…) with the NGN transparently to the user.,FR
The CPN shall support remote access based on NGN network functions.,FR
The CNG shall allow the customer remote access to a CND in the Customer Network for example a surveillance video camera.,FR
Standard NGN authentication routing and connectivity should be used to establish remote access connectivity.,FR
The CNG may use multiple tunnel connections for providing e.g. adequate QoS for the remote access user.,FR
The CNG may allow secure dynamic firewall opening for remote access devices based on NGN authentication functions.,SE
The CNG may provide Home to Home (H2H) communication service connecting CNDs in different CPNs.,FR
If Home to Home (H2H) communication service is provided then each CNG must limit access to local CNDs and/or media classes based on the access rights of the remote H2H user identity.,SE
If Home to Home (H2H) communication service is provided then each CNG must ensure that emergency service sessions originating in its CPN are associated with the appropriate location information and/or calling identity.,L
The CPN may support encrypted communication with remote access devices and the encrypted communication can be terminated either at the CNG or CND.,SE
The CNG may act as a proxy for handling messages (requests and responses) related to the remote access scenarios to and from the home.,FR
The CNG may support mechanisms supporting nomadism of the users and their subscribed services from one physical customer environment to another.,O
The CNG should be able to assist in establishing Rich Communication Suite sessions between CNDs including joining/splitting voice & media streams.,FR
It should be possible for more than one identity to be associated with a single CPN subscription.,FR
It should be possible for a service profile to be associated with each identity within a CPN subscription.,O
It shall be possible for a single public identity to be associated with multiple CNDs where each association is allocated a unique private identity.,FR
The CNG shall support a mechanism allowing the support of call forking towards customer non-IMS capable devices.,FR
The CNG shall able to store information related to private identities of non-IMS capable CNDs.,O
The CNG shall support a mechanism allowing the support of call forwarding toward non-IMS capable CNDs.,FR
The CNG shall support intra-CPN communication between IMS and non-IMS capable CNDs.,FR
The CNG shall support mechanisms for managing IPTV flows provided both in unicast and multicast mode.,FR
In case of multicast flows the CNG shall keep a record of which devices are subscribed to which multicast group.,FR
"An IPTV media flow shall be terminated by a STB or by a specific device called ""media gateway"" (or ""application gateway""). The CNG shall not terminate any IPTV flow by itself.",FR
The CNG shall support the connection to a STB (or media gateway) both in a bridged or in a routed mode of operation.,FR
Depending on the operation mode chosen (bridged or touted) and on the type of flow treated (unicast or multicast) the CNG shall forward packets only to the physical interfaces which are connected to devices interested to the IPTV flow.,FR
In case of multicast streams the CNG should support proxy functionalities to optimize the management of information related to signalling.,FR
CNG shall perform a link layer multicast to unicast translation if the STB or media gateway are connected using customer network technologies not supporting multicast flows (e.g. powerlines wireless).,FR
Functionalities related to Electronic Programming Guide and DRM management shall be implemented in STB or media gateway and not in CNG.,FR
Media flows (data plane) transcoding shall be performed by STB or media gateway and not by the CNG.,FR
Protocols adaptation for control plane or management plane may be performed by CNG.,FR
Presence related information shall be sent to the NGN by the STB or the CNG (depending on the specific architectural choices CNG could manage the presence related information on behalf of the specific device used) to enable specific services tailored on the specific user's profile.,FR
CPN should support user generated content (UGC) using an NGN service.,FR
CPN should support storage of UGC within the CPN.,FR
Subject to applicable regulation UGC media streams may be sent directly from one CPN to one or multiple other CPN.,FR
CPN should support bookmarks (e.g. hyperlinks) to stored and streaming user-generated content in order to store and exchange references to uploaded and streaming UGC.,FR
The user should be able to personalize bookmarks to UGC.,US
CPN should support inter-destination content synchronisation of streaming multimedia content. This should achieve that all or a specific group of users consuming specific content get the content presented simultaneously i.e. without user-noticeable delay difference.,FR
The CNG and the CPN shall support adequate Quality of Service mechanisms (e.g. prioritize the traffic in the event that there is not sufficient bandwidth in the customer network in order to ensure the correct network performances to each traffic flow). To achieve this objective a number of functionalities shall be supported by CNG and/or CNDs as defined in the following bullets. Most of the following set of requirements is defined adopting as a reference the Home Gateway Initiative (HGI) Release 1 Specification mentioned in clause 2 [6].,PE
The NGN network QoS functions shall be possible to use to enhance the end-user experience.,PE
The CNG may interact with the Resource and Admission Control Subsystem (RACS) as defined in ES 282 001 [9] to support remote real-time QoS control,PE
The CNG may interact with network elements inside the CPN to support QoS control inside the CPN.,PE
The CNG shall be able to classify intra-LAN traffic that is simply bridged by the CNG itself within the CPN.,PE
Traffic marking: depending on what are the parameters used to perform classification CNDs or CNG itself on behalf of the CNDs shall be able to modify the packets' priority.,PE
In case of huge amount of traffic in upstream or downstream directions a congestion management mechanism shall be implemented in the CNG to minimize the impact from the user experience point of view.,PE
In case of managed services QoS rules applied by CNG shall be configurable by a remote management system.,PE
In case of unmanaged services user shall be able to access a QoS configuration function implemented in the CNG.,FR
CNG shall be equipped with an application client to be remotely manageable by the service providers for configuration monitoring firmware upgrade purposes. In case of multiple service providers multiple clients configuring different sets of parameters (for example referring to different services) may be present. A single parameter can be modified by a single client only.,FR
CNG shall support mechanisms for secure authentication and communication with the remote management system.,SE
A suitably authorized CPN user (e.g. the system administrator) shall be able to install and activate NGN managed services without the intervention of the subscribing CPN user.,FR
A suitably authorized CPN user (e.g. the system administrator) shall be able to manage and configure the provisioning capabilities and use of NGN managed services from an NGN access point outside the CPN.,FR
A CPN user shall be able to configure any unmanaged service provided to the user.,FR
The CNG Remote Management requires to manage a specific set of parameters. At least the following list of parameters shall be available: Customer Identification Physical Line Identification list of subscribed services CNG IP address.,FR
For the CNG management it is recommended to use a single protocol so as to minimize the complexity and the cost of the service.,MN
CNDs connected to the CPN and devoted to specific NGN managed services shall be remotely manageable.,FR
The CPN (trough CNDs and/or CNG) shall support manual configuration to insert information to access IMS network (e.g. IMPU IMPI Shared keys Home Network Domain or P-CSCF IP Address etc.).,FR
The CND directly or through the CNG must be able to access to Network Configuration Service Function without involving any user interaction.,FR
The Network Configuration Server should be able to upload different parameter sets related to service subscription.,FR
The CND should be able to support bootstrap capabilities in order to retrieve network configuration data to connect the NGN.,FR
The CND/CNG shall support a mechanism allowing the user to manually modify the association between a public identity (e.g. phone number) and a specific private identity corresponding to a single customer device not provided with a UICC and corresponding also to legal service level agreements between the user and the service provider.,FR
The CPN (CND and/or CNG) shall support a method to access a Self Configuration Server.,FR
The CPN should support a capability to ensure QoS and call prioritization for sessions originating or terminating in the H(e)NB.,PE
A CND as defined in clause 3 may use the CNG to access NGN services.,FR
Authorized users shall be able to access NGN-based services using any NGN supported home device.,FR
Both IMS capable devices with or without UICC and non-IMS capable devices without UICC shall be supported.,FR
If the CND contains an ISIM/UICC it shall support the AKA authentication method (TS 187 001 [8]),FR
If the CND does not contain an ISIM/UICC it shall support the HTTP Digest authentication or the NBA,FR
The CND shall provide its registration identity when it requires the registration to the network.,FR
In order to support the NGN services and intra-CPN communications all the CNDs in the CPN shall be addressable directly or by the mean of the CNG using L2/L3 mechanisms.,FR
The CND should support protocols for remote access management.,FR
The CND should support protocol for local authentication in CPN/CNG.,FR
The CND shall support the NGN services usage (e.g. voice communications video communications IPTV entertainment etc.) allowing the connection to the right service control platforms to process the media.,FR
The CND shall support protocol to access the NGN service layer platforms.,FR
The CND shall support protocols to access Self Configuration application (as defined in clause 4.1).,FR
The CND shall be able to download and install client application services.,FR
The CND should be able to communicate its services related capabilities to the CNG.,FR
The CND should be able to support one or more codecs for communication services (as defined by TS 181 005 [1]).,FR
