Requirement,Specific_Type
"NPAC SMS shall document any mode of entry into the SMS for maintenance, support, or operations.",SE
SOA to NPAC SMS interface and the NPAC SMS to Local SMS interface shall support Authentication (at association setup).,SE
SOA to NPAC SMS interface and the NPAC SMS to Local SMS interface shall support data origin authentication for each incoming message.,SE
SOA to NPAC SMS interface and the NPAC SMS to Local SMS interface shall support detection of replay.,SE
SOA to NPAC SMS interface and the NPAC SMS to Local SMS interface shall support detection of message modification.,SE
SOA to NPAC SMS interface and the NPAC SMS to Local SMS interface shall support detection of message delay.,SE
SOA to NPAC SMS interface and the NPAC SMS to Local SMS interface shall support non-repudiation of origin.,SE
"SOA to NPAC SMS interface and the NPAC SMS to Local SMS interface shall allow only authorized parties (i.e., carriers serving a given customer) to cause changes in the NPAC SMS database.",SE
SOA to NPAC SMS interface and the NPAC SMS to Local SMS interface shall use a public key crypto system (PKCS) to provide digital signatures. Since there is no requirement for confidentiality service there is no need for any additional encryption algorithms.,SE
"NPAC SMS shall support one of the digital signature algorithms listed in the OIW Stable Implementation Agreement, Part 12, 1995.",SE
SOA to NPAC SMS interface and the NPAC SMS to Local SMS interface shall require the size of the modulus of each key to be at least 600 bits for RSA encryption.,SE
SOA to NPAC SMS interface and the NPAC SMS to Local SMS interface shall apply the digital signature algorithm to the fields specified below without any separators between those fields or any other additional characters.,SE
"SOA to NPAC SMS interface and the NPAC SMS to Local SMS interface shall provide authentication consisting of the following: The unique identity of the sender, The Generalized Time, corresponding to the issuance of the message, A sequence number, A key identifier, The digital signature of the sender's identity, Generalized Time and sequence number listed above, Key list ID.",SE
SOA to NPAC SMS interface and the NPAC SMS to Local SMS interface shall convey the authenticator in the CMIP access control field.,SE
SOA to NPAC SMS interface and the NPAC SMS to Local SMS interface shall ensure that every subsequent CMIP message that contains the access control field carries the authenticator.,SE
SOA to NPAC SMS interface and the NPAC SMS to Local SMS interface shall verify that each party maintains a separate sequence number counter for each association it uses to send messages.,SE
SOA to NPAC SMS interface and the NPAC SMS to Local SMS interface shall ensure that all the notifications defined for the number portability application contain a security field.,SE
SOA to NPAC SMS interface and the NPAC SMS to Local SMS interface shall ensure that the syntax of the security field used for the notification corresponds to the authenticator.,SE
NPAC SMS shall ensure that all the notifications are sent in the confirmed mode.,SE
NPAC SMS shall be responsible for access control on the SOA to NPAC SMS interface and the NPAC SMS to Local SMS interface.,SE
"NPAC SMS shall ensure that during a security key exchange, each party provide the other with a list of keys.",SE
NPAC SMS shall provide the list of keys in a secure electronic form.,SE
The originator of the list of keys shall also provide the receiver with signed (in ink) paper copy of the MD5 hashes of the keys in the list.,SE
NPAC SMS shall support exchange of the list of keys in person or remotely.,SE
"NPAC SMS shall convey the lists via two different channels, diskette sent via certified mail, and a file sent via Email or FTP using encryption mechanisms if the keys are exchanged remotely.",SE
"NPAC SMS shall support the Service Providers' acknowledgment via 2 secure electronic forms, Email or FTP using encryption mechanisms.",SE
NPAC SMS shall support the acknowledgment consisting of the MD5 hash of each one of the keys in the list.,SE
The recipient shall call the sender by phone for further confirmation and provide the sender with the MD5 hash of the whole list.,SE
NPAC SMS shall generate a paper list to each Service Provider of the MD5 hashes of all the public keys used by a Service Provider once a month.,SE
NPAC SMS shall verify the identity of the Service Provider to whom the MD5 hashes of the public keys was sent.,SE
"NPAC SMS shall provide each Service Provider with a numbered list of encryption keys, numbered from 1 to 1000.",SE
NPAC SMS shall ensure unique numbering of the keys.,SE
NPAC SMS shall allow a new encryption key to be chosen with every message that contains a key identifier.,SE
NPAC SMS shall reject messages that use a key whose usage has stopped.,SE
NPAC SMS shall change the key used between the NPAC SMS and Service Provider after one year of usage.,SE
NPAC SMS shall allow NPAC SMS personnel to change key sizes for Service Providers as needed to ensure secure communications between the NPAC SMS and the Service Providers.,SE
"NPAC SMS shall, upon determination that its key list has been compromised, change its own private key.",SE
NPAC SMS shall only mark an SP key as invalid or used when the service provider changes keys.,SE
NPAC SMS shall be responsible for ensuring that the system clock is accurate to within two minutes of GMT.,SE
A sequence number equal to zero shall be required for association request and association response messages.,SE
NPAC SMS shall provide a mechanism for authorized NPAC personnel to change a user name in the NPAC SMS.,SE
"Access to the application by the Construction Junction staff must require user login. Access to application screens and functions is granted or denied based on the profile and role of the currently logged in user, as detailed in the preceding use-case requirements.",SE
The system should record changes to application entities in the form of the “created user/time” and “modified user/time” fields.,SE
System administrative staff has full visibility and control of user privileges.,SE
"System supports secure protocols, including SFTP, SSL, and SSH.",SE
"Extraction (this feature is described in previous chapters) of the content of encrypted(locked) archives through PeaZip, shouldn't be allowed without inserting the correct password and (if existing) keyfile for authentication.",SE
"Moreover, recovering the password and the keyfile that one PeaZip user has inserted or set to an archive(this feature is described in previous chapters)by any other user of the computer system or the application, through the application itself or in general the computer system.",SE
"Finally, no data remains from data that have been selected to be securely deleted should be left in the storing area of the computer system after the end of the procedure of secure deletion (described in previous chapter), in case of selection of this feature.",SE
One username/password must be provided for the owner of each vessel,SE
The owner is then able to set up subsidiary users such as the master of the vessel with their own username and password.,SE
"The username is required to be recorded in each report completed and in each transmission made; the person who has entered the data is required to ""sign"" the Electronic Logbook data stating that they are aware of the responsibilities/liabilities they are committing to in completing and / or transmitting a report.",SE
Each copy of the ELSS installed must be provided with a unique (internal?) number that is automatically entered into each transmission to identify the instance of the ELSS from which the report has been transmitted.,SE
"GParted Live does not deal with any security or privacy issues, as it does not run from within an operating system.",SE
"Every user has administrator rights and full access which are given from the start of the program, as you are logged in as root.",SE
"Upon installation, a DigitalHome user account shall be established.",SE
"The DigitalHome web system shall provide for authentication and information encryption through a recognized reliable and effective security technology, such as Transport Layer Security.",SE
The system encrypts data over a direct connection between the web client and the server. Priority 1,SE
The system allows for the backup of the data system to local or remote non-volatile storage systems. Incremental backups should not create outages and full backups do not interfere with user interaction for more than 10 minutes. Priority 1,SE
Other security risks of this type are the responsibility of the System Administrator.,SE
The system allows only valid users to log into the system.,SE
A valid user is one which has not been disabled or deleted and exists on the system.,SE
"To log onto the system, a user provides their valid username and password.",SE
The system uses the configured authentication module.,SE
The authentication method is configurable by the System Administrator.,SE
The system allows the System Administrator to configure a timeout after which a user is automatically logged out of Mashbot.,SE
"PDFsam does not introduce any security level, since the data it manages is not critical.",SE
The system shall confirm all transactions with the customer's web browser.,FR
The system shall not leave any cookies on the customer's computer containing any of the user's confidential information.,SE
The customer's web browser shall never display a customer's password. It shall always be echoed with special characters representing typed characters.,SE
The customer's web browser shall never display a customer's credit card number after retrieving from the database. It shall always be shown with just the last 4 digits of the credit card number.,SE
The system's back-end servers shall never display a customer's password. The customer's password may be reset but never shown.,SE
The system's back-end servers shall only be accessible to authenticated administrators.,SE
The system's back-end databases shall be encrypted.,SE
Controls access to data in the repository based on multiple permission levels. These permission levels determine the create/edit/read/delete privileges granted users.,SE
"General Public Access: Allows restriction to access by the general public, based on licensing terms, time period (embargo periods), location (IP range restrictions), restricted workstation access as well as other possible legal restrictions.",SE
"NIH Employee Access: Allows restriction to access by NIH employees, based on licensing terms, time period (embargo periods), location (IP range restrictions), restricted workstation access as well as other possible legal restrictions.",SE
"NLM Staff Maintenance Access: Provides a restricted NLM Staff Level, allowing specific NLM staff to work with the data itself: adding new files, checking the quality of digital files, manipulating images, editing technical (i.e. preservation) metadata, performing format conversions and migrations (e.g., from tiff to pdf, tiff to jpeg2000, etc.), and investigating problems with the system.",SE
"NLM System Administration/Programming Access: Provides an NLM Administrative/Programming Level, ultimate rights to the system, required for its management, development, and for assigning appropriate rights to users.",SE
"Access mechanisms must be sufficiently granular to allow the identification of individual users, in order to maintain audit logs of actions performed by users.",SE
"Access rights and conditions to materials and the directories/folders in which they are kept must provide for one or more of the following basic privileges, either alone or in combination: Create/Write access, Edit access, Read access, Delete access.",SE
"Access rights may be associated with the metadata relating to an individual object, i.e. the object may be embargoed, with limited internal staff access being available to metadata.",SE
Both an object and its related metadata may be embargoed in terms of public access.,SE
"The system will need to accommodate: computer interface access, defining access for a specific individual user or group of users the ability to assign different levels of access to different individuals and groups of users, either in a pre-defined role or in an ad hoc assignment",SE
Access rights and conditions of use will be held for each digital object and its related metadata.,SE
Access rights and conditions of use will be machine readable and actionable.,SE
Access conditions may be specific to a digital object.,SE
Access rights and conditions can be inherited from a parent object to any objects designated as a child object.,SE
"Access rights and conditions can be assigned to an object on an individual basis, or on a group of identified objects at one time.",SE
"Access status include the following conditions: Free access, where items are freely available via internal or external delivery mechanisms to all users, Restricted access, where access requires permission or satisfaction of some criteria; authorized user access is via an internal or a secure delivery mechanism; conditions can include: User type/status (general public, NIH staff, NLM staff, administrative staff) - access dependent on who the user is in relationship to NLM and NIH, Location - access restricted to specific IP location or physical location (specific workstation), Time period - access regulated by a designated embargo, Concurrent users - access regulated by the number of concurrent users allowed to access an object at a given time.",SE
Objects in the repository are accessible for computational use/machine accessibility such as data mining or automated document retrieval.,SE
Retains access to metadata for deleted or retracted content. (Access may restricted to NLM staff only).,SE
Searches interface will be web-accessible and must be Section 508 compliant.,SE
Display interface is web-accessible.,SE
Keeps an audit trail of all actions.,SE
"The system have only three roles for coordinators, suppliers and customers only that make our system secure access online and these authentications will prevent and illegal access.",SE
"User must comply with all local, state, and federal laws when using available resources.",SE
"Any infringements or violations including but not limited to: unauthorized use, harassment, exploitation of any gaps in the portal, inflammatory/derogatory content, or defacing the system will result in the appropriate authorities being notified.",SE
The user is responsible for maintaining the user account.,SE
Action must be taken by the user to prevent the user account from being compromised.,SE
User passwords should be between 8 and 12 characters including letters and numbers but excluding spaces.,SE
The user should periodically change the password; currently the user policy requires a mandatory password change every three months.,SE
"The information within the system is regarded private, however in the event of an investigation by a legal authority, including by not limited to a subpoena or audit, the information will be released to the proper authorities for the purpose intended.",SE
"All archived chats, e-mail, file share, and IM Messages are governed by the NJIT E-mail use policy. The user is encouraged to view the content at the NJIT homepage for detailed use of the policy and restrictions and limitations of the policy.",SE
"In the event your account has been compromised, notify the NJIT help desk immediately. Refrain from using the infected account to communicate with anyone else.",SE
The systems should adhere to the privacy policy set forth by NJIT and its administration and also state and federal guidelines.,SE
Grid technologies shall be utilized to provide secure and reliable communications to remote computing resources.,SE
"Not all Gatekeeper account holders will have access to the GridBGC system, Users must be approved by the GridBGC administrator(s) for access.",SE
Users must use the existing Gatekeeper tools to manage their passwords.,SE
"NCAR Gatekeeper password policies will be governed by the NCAR Gatekeeper tools and policies, Enforcement of these policies and procedures will NOT be enforced through the GridBGC portal.",SE
The system shall require the user to enter their username and password to login to the system.,SE
All login actions shall be protected by using secure data channels.,SE
The system shall lock the account after 3 login attempts. This will require portal admin action to unlock the account.,SE
Admin users will be authenticated against the portal database.,SE
Users will be authenticated against the NCAR Gatekeeper system.,SE
The user can NOT change the projection type.,SE
Any time a template is used the user shall get their own full private copy of the data.,SE
The logon screen shall request user name and corresponding password.,SE
"If command control is enabled by another user, and the logging in user is of higher security, the logging in user shall be requested to accept or deny command control.",SE
"Based on the user's security level, the control option shall provide the user with the appropriate level of control.",SE
"The GUI shall provide an option for ""Configuration"" that is only accessible by the RLCS Software user with System Administrative privileges, It shall display and allow modification of all database tables with the exception of log tables.",SE
The configuration option shall allow a security level and password to be assigned to each defined staff member.,SE
"User security levels shall be assigned at the command level, device, mode, workstation, and system function.",SE
The option to configure device rules shall require an additional login password for that option.,SE
"The user should not be able to update log entries other than for their own login, for the current day and current shift.",SE
"Any operator or system command, which changes the state of field control devices, must be checked for integrity at multiple levels in the RLCS.",SE
"Each control command that is processed must be validated against the secured safety rules (stored in non-volatile memory) for the command, For example, if the operator issues a command to open the south gate while the north gate is open, the RLCS software will determine that opening the south gate cannot occur when the north gate is open, and will give an indication that the operation cannot be completed, The validation will occur at each control unit in the system that receives the command.",SE
The RLCS application software shall Update and read password and device rule data in encrypted format.,SE
"The Personnel Security Level entity stores information about the five attributes used to restrict access to the RLCS: Command Level, Device, Mode, Workstation, and System Functions.",SE
"The system shall will employ a one-way hash function as an aid to maintaining the integrity of the data and software in the field, The hash value returned by the function shall will be at least 128 bits in length, The MD5 algorithm is acceptable for this purpose.",SE
"The system shall will also, for each control unit in the system, produce a table of the returned ""one-way hash function"" (Message Digest) values, of each of the ""Control Unit Non-Volatile Memory"" items, The returned ""Message Digest"" values shall will be stored as hexadecimal characters, The appropriate ""Message Digest"" table shall will be maintained in non-volatile memory in each system control unit.",SE
"For system login purposes, the hash function shall will also be used to encrypt user passwords.",SE
"The RLCS shall incorporate a database to store, process, and retrieve all data necessary to secure the system from unauthorized use.",SE
The MD5 algorithm shall be used to secure application data and software in the controllers and the application server.,SE
The system shall allow all users to have different access levels to the projects.,SE
The system shall allow secure storage of passwords in the database.,SE
The system shall allow users to securely log onto the system.,SE
The system shall provide a P3P dedicated section in the tool.,SE
The system shall provide an EPAL dedicated section in the tool.,SE
The system shall support association of privacy preferences with objects.,SE
The system shall support deriving access control elements.,SE
The system shall support access control specification using Ponder language.,SE
The system shall provide partial support for translating Ponder policy into Alloy specifications for security verification.,SE
The system shall provide a way to extract goals data-usage information from a P3P privacy policy according to the P3P standard.,SE
The system shall provide a way to capture the mined goals information from the P3P policy into a database corresponding to a P3P privacy policy.,SE
The system shall provide a way to capture the mined goals information from the user's privacy preferences into a database corresponding to the user's privacy preferences.,SE
The system shall provide a way to evaluate the information extracted from the P3P privacy policy against the information extracted from the user's privacy preferences.,SE
"The user shall be able to renumber the bridge key identifier and have the change made globally, This functionality shall be restricted depending on the user privilege.",SE
"Changes to calculated results such as Sufficiency Rating or NBI Appraisal Ratings will be prohibited except for secured, privileged users.",SE
"The system shall guarantee atomic database transactions to ensure maximum data integrity, using standard .NET transaction management capabilities.",SE
The system shall maximize multi-user concurrency and conflict resolution in the application using standard .NET session and transaction management capabilities.,SE
The administrator shall be able to assign application permissions to each user roles.,SE
The administrator shall be able to create bridge-level access filters.,SE
The system shall be capable of validating user name and password during log-in process.,SE
The system shall be capable of authorizing access to Pontis functionalities depending on the user's privileges during log-in process.,SE
The system shall be capable of tracking login and logout activity.,SE
The system shall be capable of supporting Windows Authentication mechanism for database access.,SE
The system shall be capable of integrating authentication and permissions with BRIDGEWare.,SE
The system shall be capable of operating with a single-sign-on authentication mechanism based on Active Directory Services or the LDAP standard.,SE
The administrator shall be able to configure field-level security.,SE
The administrator shall be able to configure different levels of permission to control editing of checked-out bridges.,SE
The system shall provide application administrators with a secured tool for clearing batch processing tables used by the system for deadlock/lockout resolution.,SE
"The system shall provide a fixed set of predefined, secured, administration reports to document users, user roles, application privileges, user login sessions, checked-out bridges, and other key information necessary to manage application operation.",SE
"It is assumed that authentication will utilize a single sign-on (SSO) approach and application security will be declaratively managed through database or directory entries, rather than hard-wired into the application.",SE
This security structure should be similar to the existing security approach in Pontis 4.x.,SE
"The application level security controls will be consistent with current Pontis 4.x procedures, except more comprehensive; no exceptional controls are required.",SE
"Access to all other configuration parameters, such as module access, will be restricted to Pontis super users or application administrators.",SE
"The Framework MUST guard against malicious scripts on remote websites from accessing its information, The Framework MUST guard against unintended corruption of information by the user himself.",SE
"The system does not use or receive network connections and is used locally, This means that no network safety requirements exist, Overwriting an existing file on the file system has to be confirmed from the user to prevent accidental loss of data.",SE
No personal information is stored by the system so no specific security requirements need to be defined.,SE
All users of the Backend System must be uniquely identified.,SE
"If a user cannot be identified, they will not be given access.",SE
"In order to monitor all past access to the system, all attempts to access the system should be logged.",SE
Systems operations should be given unrestricted access to all aspects of the system and should have the authority to grant and revoke privileges on a per-user basis.,SE
All login attempts shall be done in a secure manner.,SE
A system administrator shall have unrestricted access to all aspects of the system.,SE
Each user shall have a set of system access properties that defines the user's privileges within the system.,SE
The administrator shall have the ability to create and add a new user to the system.,SE
The administrator shall have the ability to remove a user from the system.,SE
The administrator shall have the ability to edit a user's system access properties.,SE
All blocked users with active sessions shall automatically be logged off.,SE
A few authorized individuals may be allowed access to parts of the system that are usually considered restricted.,SE
*agentMom shall support the ability to encrypt unicast message.,SE
*agentMom shall support the ability to decrypt unicast message.,SE
agentMom shall allow an agent to decide whether or not to encrypt a message.,SE
agentMom shall automatically decrypt encrypted message.,SE
agentMom shall support the ability to encrypt multicast message.,SE
agentMom shall support the ability to decrypt multicast message.,SE
There shall be two levels of access; one for teachers and assistants and one for administrators.,SE
The teachers and assistants shall only be allowed to enter or edit child comments and child arrival or departure times.,SE
The administrators shall be allowed to enter or edit all data.,SE
Only the administrators shall be allowed to view or print reports.,SE
Only the administrators shall be allowed to view or print invoices.,SE
All employees shall be allowed to use the Daily Reminders.,SE
Each user shall be required to log on with a unique user name and password before using the system.,SE
The password does not need to be unique.,SE
The user name shall be the first four charters of the employee's last name followed by the first three characters of their first name.,SE
A password shall be assigned to each user.,SE
The password shall contain 6 to 8 alphanumeric characters.,SE
After three unsuccessful attempts to enter a password the user shall be locked out of the system until their password is reset.,SE
A new password shall be assigned if a user forgets.,SE
If there is no activity for 10 minutes the user shall be logged off of the system.,SE
The product will be as secure as the web browser that will run the product.,SE
"Ability for the user to share inbox, calendar, and files with users, given permission.",SE
Ability for the user to delegate their permissions to another user.,SE
Ability for the data center admin to recover at the file level.,SE
Ability for the data center admin to recover a specific e-mail message.,SE
Ability for the data center admin to recover by mailbox.,SE
Ability for the data center admin to maintain backup and restore event logs.,SE
Ability for the data center admin to restore previous backup without service interruption.,SE
Ability for the data center admin to provide pre-emptive e-mail virus protection (scanning prior to delivery at the mail server).,SE
Ability for the data center admin to provide pre-emptive e-mail content filtering.,SE
Ability for the data center admin to whitelist/blacklist senders by domain or IP address.,SE
Ability for the data center admin to block or allow e-mail based on multiple message attributes.,SE
Ability for the data center admin to integrate message hygiene (antispam/antivirus) with LDAP.,SE
Ability for the data center admin to provide message hygiene (antispam/antivirus) statistical reports.,SE
Ability for the user to encrypt outbound e-mail.,SE
Ability for the user to establish TLS encryption with other businesses or customers.,SE
Ability for the data center admin to protect the reputation of outbound mail gateways.,SE
Ability for the data center admin to protect internal e-mail customer identity.,SE
"Ability for the user to access e-mail by secure web or client. (Calendar, Address book, Ability to send and receive).",SE
Ability for the user to access mailbox and components via a web browser over a secure (encrypted) connection.,SE
Nobody except the specific user should be able to log into that account and change personal information.,SE
The password of the user should be encrypted when submitted from user to server.,SE
It should also be saved in an encrypted way in the database and no-one except the PMS should be able to access these passwords.,SE
Direct access to the data stored in the database is only allowed for Administrator(s) using the CLI.,SE
"The user levels (see section 2.3) should always be respected with regard to editing, deleting and uploading publications (and their bibliographical details) .",SE
"The System shall provide the capability to operate in an Open Mode, within which authorized customers shall be allowed read-only access to requested Data Products.",SE
"The System shall provide the capability to operate in a Restricted Access Mode, within which only users meeting certain criteria will be authorized access to the data.",SE
Criteria will be defined in the TBD Data Denial Plan.,SE
"The System shall provide an online capability for registered users to request subscriptions to xDRs, Ancillary, NOAA-Unique, and Tailored Data Products.",SE
"The System shall provide an online capability for the Government to approve subscription requests for xDRs, Ancillary, NOAA-Unique, and Tailored Data Products.",SE
The System shall ensure that NDE information is accessible only to those authorized to have access.,SE
The System shall be capable of registering Users for the purpose of controlling their access to System Elements and Data Products.,SE
"The System shall comply with ESPC (DoC/NOAA/NESDIS) procedures and policies as stated in the NOAA IT Security Manual 212-1300, Version 3.3, dated May 15, 2007.",SE
The NDE System can be accessed only with the authorization of the Government.,SE
"Administrative metrics - user access lists, data download estimates.",SE
"STEWARDS will follow industry best practices for authentication, using single-sign-on systems like Microsoft Active Directory to perform authentication.",SE
Authentication addresses security requirements to ensure those using system are who they say they are.,SE
This is of greatest concern when data are being changed or updated.,SE
This is primarily done through userids and passwords.,SE
STEWARDS will use the user classes described in section 2.3 above to define boundaries of information sharing to ensure confidentiality as appropriate.,SE
Any data that should be viewed by a restricted audience must be protected with appropriate security features.,SE
The integrity of STEWARDS data will be critical to its success as a product.,SE
Scientific research and publications will be based on the data obtained through the system.,SE
"Therefore, extensive data validation and review will be performed both before data are uploaded to the system and as part of the upload process.",SE
"The system will need policy and procedures protecting the data from intentional or unintentional modifications, and to ensure accurate data are made available.",SE
"For this system, availability will be concerned with the reliability of the software and network components. Intentional ""denial of service attacks"" is not foreseen as a significant concern.",SE
"The DUAP System shall allow the system administrator to add, modify, and delete Input Services.",SE
"The DUAP System shall allow the system administrator to add, modify, and delete Computational Services.",SE
"The DUAP System shall allow the system administrator to add, modify, and delete Output Services.",SE
"The DUAP System shall allow the system administrator to add, modify, and delete Presentation Services.",SE
The DUAP System shall restrict access to authorized users.,SE
The DUAP System shall keep records of user access.,SE
"The DUAP System shall allow a system administrator to add, modify and delete user access rights.",SE
The DUAP System shall be able to log system operations.,SE
The DUAP System shall log Administrative Services data transactions.,SE
The DUAP Presentation Services shall require users to uniquely identify themselves.,SE
The DUAP Presentation Services shall require users to confirm their identity.,SE
Access to the DUAP system shall be limited to users authorized by MDOT.,SE
No other actor should be able to view another's grades except an actor in the role of course administrator for the course towhich the grades belong.,SE
The system must provide the management of user rights and permissions.,SE
"Information that the product will collect or store, which need access protections include user specified color palettes and their store of access permissions.",SE
Access to this information must be private.,SE
"Most important, the store of access permissions to administrative features and access permissions must be secure.",SE
ColorKast believes that a typical employee or consumer should be granted default privileges only.,SE
Administrative users can give other users administrative access up to their own access level only.,SE
Typically a general user is only permitted to view the results of diagnostic processing either current or historical.,SE
"The second type, administrator, shall be permitted all the privileges of the general user plus those identified in Table 2.",SE
The administrator is permitted all the privileges of the general user in addition to the privileges to configure the system and modify fixed data and diagnostic settings.,SE
"The tool shall permit sensed data to be input from an electronic file, though not simultaneously with sensed data from external acquisition hardware.",SE
"The menu item named ""Logout"" in the main menu entitled ""File"" shall be enabled only if the current user is presently authenticated as the administrator user. Otherwise, this menu item shall be disabled.",SE
"The configuration window shall permit the administrator user to modify the following parameters: The password for the administrator user, A toggle enabling or disabling the main window of the tool as a screen saver, A toggle enabling or disabling the main window's position on the screen as the top most window, Buildings and subsystems to be monitored and the conditions they will be monitored for, The conditions will be selected from a list provided by the tool, The enabled state of individual conditions, Disabled conditions will not be processed or displayed, The sensitivity of each condition by selecting a sensitivity from a list provided by the tool, Scale factors for transforming the engineering units of sensed input data to the required units, The expected range of sensed input data.",SE
The Clarus system shall enable administrators to manage security groups.,SE
The CAS system shall enable administrators to manage security group members.,SE
The CAS shall have an administrator security group.,SE
The CAUI shall enable administrators to manage security group members.,SE
Internally to the CPN a CNG transmitting private or other critical information (i.e. to a CND) shall protect the data from unauthorised disclosure.,SE
Internally to the CPN a CNG receiving private or other critical information (i.e. from a CND) should verify that the data was protected from unauthorised disclosure.,SE
The CNG shall detect the end of the life of the key used for cryptographic protection of the wireless communication between the CND and the CNG.,SE
A CPN-user attempting to invoke a CNG-mediated service shall be identified and authenticated by the CNG before being granted access to the service.,SE
The CNG shall take action according to local authentication failure handling policy (which may include silently discarding the authentication and explicit failure notification or in the case of a replay of credentials may include notification of the true owner of the credentials) upon detection of failure during identification authentication and authorization.,SE
The CNG should detect replayed user and/or device credentials.,SE
When the CNG detects replayed user and/or device credentials the CNG shall stop the relevant processes.,SE
The CNG shall implement a privacy protection policy specifying as a minimum private and critical information.,SE
When the CNG detects violation of the privacy protection policy the CNG shall discard all signalling including signalling from the NGN.,SE
The CNG shall implement an authorization management handling policy.,SE
Where a CND invokes a session at the CNG the CNG shall record the association of session-id invoking device identity and invoking user-id.,SE
On transmission of management information from the CNG to a CND the CNG shall append a timestamp or sequence number to the outgoing message.,SE
On reception at the CNG of a message containing management information the CNG shall extract the timestamp or sequence number and verify that the message has not been replayed.,SE
On reception at the CNG of a message to access or update configuration information the CNG shall allow access only if the sender is an administrator.,SE
On indication received at the CNG of a resource allocation expiry the CNG shall delete all residual data associated with the invocation of the resource.,SE
On receipt of a valid (i.e. authorized) request for data stored in the CNG the CNG shall return the requested data to the requesting user.,SE
On detection of any system failure or discontinuity not specifically handled by other mechanisms the CNG shall revert to a known safe state.,SE
The CNG shall support mechanisms to authenticate itself to the NGN for connectivity purposes.,SE
The CNG shall support mechanisms to authenticate itself to the NGN for service usage purposes.,SE
The CNG shall support mechanisms to authenticate CNDs to the NGN for service usage purposes if they are not able to fully support the related procedures in an autonomous way.,SE
The CNG and CPN shall support mechanisms that prevent access to the network by unauthorized users.,SE
The capacity of the authorized entities should depend on the security policies defined by the service providers managing the CNG.,SE
The CNG and the CPN shall implement mechanisms to limit the visibility of the WAN side network and resources to authorized entities.,SE
The diagnostic operations on the CPN by an operator shall be performed in accordance with rules protecting the users' privacy.,SE
CPN environment shall be protected with a stateful firewall function that may be implemented in the CNG.,SE
The CNG and the CPN shall be able to support parental control related functionalities limiting the use of the broadband connection on a user or time basis. Limitations on a content basis may be shared with devoted network servers.,SE
The run time environment shall be responsible to separate secure storage for the application code and data,SE
Security domain shall ensure complete seperation of keys among the card issuers and other application providers,SE
"""Security Domains shall support security services such as key handling, encryption, decryption, digital signature generation and verification for their providers' such as card issuer, applicaiton providers and controlling authority""",SE
The OPEN shall responsible to enforce security principles defined for Card Content management.,SE
The primary goal of the GlobalPlatform is to ensure the security and integrity of the card's components for the life of the card. These components are The runtime environment The OPEN The Issuer Security Domain Supplementary Security Domains The Applications.,SE
To ensure card security and integrity the GlobalPlatform is designed to support a range of secure mechanisms for: Data integrity Resource availability Confidentiality Authentication.,SE
The Card Issuer is responsible for Generating and loading the Issuer Security Domain keys,SE
"""The Card Issuer is responsible for Enforcing standards and policies for Application Providers governing all aspects of Applications to be provided to the Card Issuer or operated on the Card Issuer's cards,""",SE
The Card Issuer is responsible for Cryptographically authorizing load install and extradition to be performed by Application Providers.,SE
The Application Provider is responsible for Working with the Card Issuer to load generated keys into the Application Provider's Security Domain,SE
"""The Application Provider is responsible for Providing load file data block signatures according to its own security policy for integrity and source authenticity,""",SE
"""A Controlling Authority is responsible for Generating the keys for its own Security Domain or obtaining Security Domain keys from a trusted third party,""",SE
"""A Controlling Authority is responsible for Providing load file data block signatures according to its own security policy for integrity and source authenticity.""",SE
"""The runtime environment is responsible for Providing an interface to all Applications that ensures that the runtime environment security mechanisms cannot be bypassed, deactivated, corrupted or otherwise circumvented,""",SE
The runtime environment is responsible for Performing secure memory management,SE
"""Secure memory management shall ensure that Each application's code and data (including transient session data) as well as the runtime environment itself and its data (including transient session data) is protected from unauthorized access from within the card,""",SE
"""Secure memory management shall ensure that When more than one logical channel is supported, each concurrently selected Application's code and data (including transient session data) as well as the runtime environment itself and its data (including transient session data) is protected from unauthorized access from within the card,""",SE
Secure memory management shall ensure that The previous contents of the memory is not accessible when that memory is reused,SE
"""Secure memory management shall ensure that The memory recovery process is secure and consistent in case of a loss of power or withdrawal of the card from the card reader while an operation is in progress,""",SE
"""The runtime environment is responsible for Providing communication services with off-card entities that ensures the proper transmission (according to the specific communication protocol rules) of unaltered command and response messages.""",SE
"""Each Trusted Framework present on the card shall Enforce the Trusted Framework security rules for inter-application communication, including the rules, defined in appendix G,""",SE
Each Trusted Framework present on the card shall Ensure that incoming messages are properly routed unaltered to their intended destinations,SE
"""Each Trusted Framework present on the card shall Ensure that any response messages are properly returned unaltered (except for any cryptographic protection) to the original receiver of the incoming message.""",SE
"""The OPEN shall Provide an interface to all Applications that ensures that the GlobalPlatform security mechanism cannot be bypassed, deactivated, corrupted or otherwise circumvented,""",SE
The OPEN shall Check application access rules according to the Applications' privileges,SE
The OPEN shall Ensure that the Card Content changes are authorized by the Card Issuer,SE
The OPEN shall Ensure that application code has been signed by the Controlling Authority represented on the card,SE
The OPEN shall Ensure that application code has been signed by Application Providers represented on the card if required.,SE
"""When applicable a Security Domain shall Communicate with off-card entities in accordance with its Security Domain Provider's security policy in Pre-Issuance and Post-Issuance,""",SE
When applicable a Security Domain shall Manage on-card data securely,SE
"""When applicable a Security Domain shall Provide cryptographic protection services for its own Applications during their personalization and optionally during their subsequent operation,""",SE
