Requirement,Specific_Type
"The product will have adaptive interface that adjusts to user behavior, enhancing the overall user experience for most users.",US
A portable application should be able to adapt to different network environments and connections.,PO
The Cardmember Posting and Billing System will allow the Disputes application to request adjustments.,O
A minimum of 90% of product defects will be resolved within 2 weeks of reporting.,MN
"Users shall be able to easily access historical data, 80% of users surveyed report they are regularly using the product after the first 2 weeks post-launch",US
The Telephone Consumer Protection Act requires user consent.,L
"Within 5 seconds, the search for training materials will be finished.",PE
"Download and notify users of new releases DESC: When a new/updated version or release of the software is released, the user should check for these manually. The download of the new release should be done through the mobile phone in the same way as downloading the mobile application.",FR
"At all times, all videos will be accessible.",A
Compatibility with different logging frameworks is provided by the system.,PO
The application should meet the requirements of the ILO.,L
"In the settings menu for Facebook the user can save username in combination with password, regarding Facebook.",FR
The product will be available for online transactions.,A
The application needs to support critical updates.,FT
Product shall provide clear and concise error messages for users.,US
All data storage procedures have to follow the Data Protection Act.,L
Consistency of replicated data must be ensured by the product.,FT
Program Administrators and Nursing Staff Members shall have the ability to specify which classes are required for a Program of Study,FR
The product will have a dashboard with customization features.,LF
"Product shall be compatible with a variety of file formats, including CSV, Excel, and PDF.",O
The product has to be able to communicate with the database management system.,O
Users will be able to manually initiate a recovery process in the event of a failure.,FT
Repair facility ratings shall be updated in real-time.,PE
All administrative actions must have an audit trail provided by the software.,MN
"Support team shall be available for phone support between 9am and 5pm, Monday to Friday.",A
Projected data must be easily understandable by users with different levels of expertise.,US
The system should utilize standardized time keeping.,SE
Data corruption from software bugs can be prevented by the system.,FT
Product shall be able to handle all of the user requests/usage during holiday seasons.,SC
The system should be able to adapt to the needs of different industries.,PO
Interface with external systems shall be implemented using JSON data formats.,O
The card issuer needs to ensure that the load acquirer is guaranteeing payment for the electronic value and that the card is authentic.,SE
"As the Business Owner, I want the Virtual Lifetime Electronic Record (VLER) Data Access Services (DAS) to log all requests or responses that it receives or sends in relation to storage of an exam result so that VLER DAS is in compliance with Department of Veterans Affairs (VA) system auditing requirements and can assist with troubleshooting.",SE
Product shall be able to handle up to 2000 concurrent user requests/usage during business hours.,SC
The system needs to be offline in order to function.,PO
The Mean Time Between Failures will be 7 days.,FT
The application needs to make sure that the data is safe.,FT
IBM WCS system shall have a maximum downtime of 15 minutes per year.,A
Disputes application must comply with the guidelines set forth by the Federal Trade Commission regarding consumer protection.,L
The number of possible values defining the packet priority and the number of queue managed in the upstream direction should be in line with the number of concurrent services to be treated and supported.,PE
Contain the latest transaction count and amount of batches that have not been deleted from the POS device by the merchant or merchant acquirer,FR
The product has to log all the system errors.,FT
There will be a first-time users' guide in the product.,US
Users from different regions will be able to use multiple languages in the product.,US
"When a player is banned, the product shall display a ban animation.",LF
All aspects of the website shall be accessed by a web browser over the Internet.,O
The website shall be capable of supporting 100 000 customers.,SC
The appearance of the product will change when a user hovers over an interactive element.,LF
The product will have an option for dark mode.,US
An error log of system crashes and errors shall be generated and transmitted to our company for analysis and resolution.,FT
Application shall have a downtime of at most 15 minutes per year.,A
The Video Privacy Protection Act requires the application to comply.,L
The product will be able to handle increased workload.,SC
"Responsive feedback mechanisms, such as highlighting and animation, will be implemented to indicate successful completion of user actions.",LF
The application should be designed for environments with frequent power failures.,PO
The system can handle up to 2 million transactions per day.,SC
"When the system comes back online, all saved user preferences will be restored.",FT
NPAC SMS shall have documented procedures for software backup.,SE
All CCR users shall receive training before the WCS system is deployed. One training session will be held for 100% of CCR users before system deployment (based on a CCR user being available),US
Data will be synchronized across different devices with the system.,PO
Data integrity will be maintained during unexpected power outages.,FT
Adjusters and Collision Estimators must be able to quickly identify and resolve common issues.,US
Both desktop and mobile browsers should be used to run the web application.,PO
Data integrity for up to 2 million records will be ensured by the product.,SC
The card must authenticate the issuer host upon the response to the request,SE
Out of 2000 accesses to the application the application is available 1999 times.,A
End users shall be able to easily revert to previous versions of the product in case of any issues with the current version.,MN
Agenda is restricted to what is available in the feeds on the list of agenda RSS-feeds.,FR
Up to 1000 concurrent integrations will be supported by the application.,SC
The product won't experience more than 12 hours of downtime in a year.,A
Product shall be able to support up to 5000 different user profiles.,SC
The system will make sure that the data is protected against unauthorized access.,O
The system will support continuous deployment of updates with zero downtime.,SC
The preferred repair facility ratings shall be saved within 5 seconds. The save shall occur within 5 seconds.,PE
The system will process data updates and reflect changes within the user interface in less than one second.,SC
The product shall run on the existing hardware for all environments.,O
CPN should support user generated content (UGC) using an NGN service.,FR
The product has to provide an activity log.,O
Application shall be optimized for use on low-bandwidth internet connections.,PO
"NPAC SMS shall, upon determination that its key list has been compromised, change its own private key.",SE
Product shall be capable of handling up to 5000 concurrent user requests/usage during peak hours.,SC
The system shall be able to call the seller or buyer to schedule an appointment,FR
The learning curve for new users will be reduced by 70% if the product uses a consistent and familiar design language across all screens.,US
The system will support hybrid cloud environments.,PO
The product should be able to keep track of all code changes.,MN
seamless transition between active and passive is possible with the software.,FT
The system needs to support automated testing.,MN
IBM WCS system shall be available at all times as long as IBM's internal intranet W3 is accessible.,A
The CNG shall be able to classify intra-LAN traffic that is simply bridged by the CNG itself within the CPN.,PE
All business rules specified in the Disputes System shall be in compliance with the Electronic Fund Transfer Act.,L
"Texts sent to that number will be sent to the API, then the system will reply to the user with the answer as another text message.",FR
The system will make sure that all user actions are reversed and that an undo function is provided to correct mistakes.,US
The help section of the product will be user-friendly.,O
WCS system shall have the ability to connect to 5 designated WCS databases currently not included in the system.,SC
The malfunction of the system should be warned by the system.,FT
A new employee should be able to navigate the product in 10 minutes.,US
The system shall validate credit cards against fraud.,SE
Service continuity must be ensured during software changes.,FT
The system must encrypt and decrypt data that is exchanged over a non-secure link.,SE
Continuous access to vital records is supported by the product.,A
The application will support up to 1000 concurrent integrations.,SC
The application needs to support compliance with theIMO regulations.,L
The product will allow users to define custom alerts.,O
The product will meet the requirements of the Consumer Rights Act.,L
All system logs should be updated in real-time.,PE
100% of cardmember services representatives shall be able to successfully create a dispute case on the first encounter after completing the training course.,US
The system will have a responsive design that will adapt to different screen sizes and orientations.,LF
The application will offer a configuration wizard that is easy to use.,O
The product will be able to be operated in a repair facility during dirty and noisy conditions.,O
Customers will be able to cancel their account in 2 minutes.,PE
The system shall be capable of processing 100% of nursing students and their classes for the next 10 years.,SC
85% of users must schedule events within 5 minutes.,MN
A secondary database will be used to store historical statistics and data.,O
The software needs to support multiple environments.,MN
The system shall provide multi language support.,US
Users should be able to access metrics within a minute.,MN
Defect tracking systems need to operate continuously.,A
The product needs to be available for emergency services.,A
The system will generate usage reports within 15 seconds.,PE
The administrator shall be able to configure field-level security.,SE
The application can be portable.,PO
"The system will give users a summary of their recent activities, which will make it easier for most users to track their actions.",US
The system will process data updates and reflect changes within the user interface in under a second.,SC
"85% of users report increased efficiency, and the application will support the use of keyboard shortcuts for all primary actions.",US
"Should the need arise, the system will be able to display a menu.",LF
High availability for cloud services is provided by the application.,A
User based authorization refers to the permissions granted or denied based on the identity of an individual.,SE
The product will give users a real-time activity feed that updates them on recent actions and changes within the application.,LF
The product should support mobile browsers.,O
The progress bar will show the completion status of ongoing tasks.,LF
The European Union has a market abuse regulation.,L
"Within 2 years of deployment, the product will handle 5 times the initial user base.",SC
"The product will give a clear and concise overview of the system status and notifications, so that at least 85% of users can understand the current state of the application.",US
Users can access help documentation within 5 seconds.,PE
"After completing the training course, 100% of cardmember services representatives will be able to create a dispute case on the first encounter.",US
Real-time updates on account activity will be delivered in under 2 seconds.,PE
The administrator can add edges of a path which is used in the route planner.,FR
The system needs to be compatible with technologies such as Hyper-V and VMware.,O
"When interacting with the user, the website will use Internet standards.",US
Users should be able to personalize their interface without technical help.,MN
The application needs to provide real-time data updates without requiring a page refresh in order for users to always have access to the latest information.,US
Interface with the existing Enterprise Asset Management (EAM) system to retrieve and update asset data.,O
The software has to work across different generations.,PO
The EHR-S must provide mechanisms for users and applications to be authenticated.,SE
The from-location can be searched by the name of a POI.,FR
The Fair Packaging and Labeling Act requires all product labeling.,L
"As the Business Owner, I want the Virtual Lifetime Electronic Record (VLER) Data Access Services (DAS) to log all notifications for exam results stored with a status of ""Completed ""so that VLER DAS is in compliance with Department of Veterans Affairs (VA) system auditing requirements and can assist with troubleshooting.",SE
"After completing the training course, 100% of cardmember services representatives will be able to create a dispute case.",US
The product needs to maintain a secure environment.,FT
An anonymous survey will show that most users feel confident buying gift cards after 4 weeks.,US
Enable a logged in user to ask questions.,FR
The EHRi and all POS systems connected to the EHRi must be capable of assigning users to working groups and of granting access to records based on working groups.,SE
The application needs to be able to meet future growth demands.,SC
"After the user submits a query, the responses will take no longer than 7 seconds to load onto the screen.",PE
A comprehensive suite of diagnostic tools is required for the product.,O
The system should restart failed processes.,FT
"Within 2 seconds, the system will give feedback on the form errors.",PE
The entire website must be user-friendly and easily navigable. The website must be provided with a site map for quick access to a particular link according to the requirement specification. The user must be able to find what he/she wants from the site without any difficulty. The website must adhere to branding schemes and the layout of the web pages must be uniform throughout,US
The system must be down for 30 minutes a month.,A
A user's login attempt shall have a maximum response time of 10 seconds.,PE
Security domain shall ensure complete seperation of keys among the card issuers and other application providers,SE
The application will feature transitions that will make it easy to navigate.,LF
The Corporate Community Grants organization defines appropriate terminology for the WCS system.,US
"Within 10 minutes, callers and supervisors will learn how to use the system.",US
Flexibility is required to accommodate the variety of environments where unlinked loads may be implemented.,PO
"Every 45 seconds, the system will refresh the dashboard.",PE
Provide an interface for the admin to approve posts so that posts are not visible without admin approval.,FR
The Data Protection Act requires user data to be in compliance.,L
All product listings on the e-commerce platform must comply with the Federal Trade Commission regulations regarding deceptive advertising practices.,L
The product shall be available for distribution via the Internet as a binary or ZIP file.,O
agentMom shall support the ability to encrypt multicast message.,SE
Each transaction must be completed within 2 seconds if the application is to efficiently handle high-volume transactions.,PE
Full information for registration Given the restaurant owner wants to create an account And the restaurant owner does not have an account When the restaurant owner registers on the web-portal by providing user name And password And address And e-mail address And phone number And mobile number Then the restaurant owner should be able to apply for verification,FR
"Product updates shall be delivered to customers on a regular schedule, with clear indications of when updates are available.",MN
The product must comply with the regulations of the Federal Trade Commission.,L
The product will be made available for distribution via the internet.,O
"The username is required to be recorded in each report completed and in each transmission made; the person who has entered the data is required to """"sign"""" the Electronic Logbook data stating that they are aware of the responsibilities/liabilities they are committing to in completing and / or transmitting a report.",SE
The system needs to be high availability for online transactions.,A
"500,000 concurrent connections will be supported by the product.",SC
"70% of customers are comfortable with buying a subscription after 2 weeks, according to an anonymous survey.",US
System administrators should find relevant logs within 2 minutes.,MN
System shall let administrator add/remove movies on the website in under 5 minutes. Entered movie information will be stored in the database and will now be available on the website.,PE
Code reviews will be conducted quarterly to ensure adherence to coding best practices and design patterns.,MN
The product will handle up to 1 Terabyte of data transfer per day.,SC
The from-location is selected from the search result described in UCAR211 and UCAR212.,FR
The system must support the use of natural language processing to understand user intent.,US
"A minimum of 80% of all system errors will be logged and tracked, allowing for quick identification and resolution of issues.",MN
The system shall allow user to select available promotion.,FR
Product configuration options must be stored in a separate database to facilitate easy updates and changes.,MN
When present services to encrypt and decrypt any pattern of data using these algorithms shall be available to Applications.,SE
Users will be able to quickly find the information they need with the advanced search feature in the product.,O
2 million active connections will be handled by the application.,SC
Continual support availability is offered by the application.,A
The system should work on both distributions.,PO
"Average number of customer support tickets per day shall be 3000, with no more than 10% of tickets requiring escalated support.",SC
The product needs to work with most database management systems on the market if it is located on the same machine or on a different computer network.,O
All letter requests must be formatted according to guidelines specified by the Print Letter Utility system.,FR
The product will be easy to use for beginners and will take less than 4 minutes to complete.,US
Regulation F requirements shall be met for all consumer complaints.,L
A user-friendly interface is required for managing updates.,MN
"In case no image available , application should return ""no image"" flag.",FR
The application will save user data every minute.,FT
The product will be supported by the corporate support center.,O
Product shall be expected to manage the nursing program curriculum and class/clinical scheduling for a minimum of 7 years.,SC
Each page will have the same format with action items in one location and navigation buttons in a different location.,LF
Changes to the product's configuration must be reflected in the product's configuration management system.,MN
Application should be able to adapt to different screen resolutions and aspect ratios to ensure optimal display.,PO
The system can handle up to 2 million connections.,SC
The product catalog will be updated in real time.,PE
The application will display a loading indicator for background processes that last longer than 3 seconds.,PE
Section 508 of the Rehabilitation Act requires that the software meet legal standards for accessibility.,L
Product shall be able to recover from a network partition.,FT
The application needs to be able to handle race conditions.,FT
The interface will use high-contrast colors.,LF
Product shall be able to process 50 000 transactions per hour within two years of its launch.,SC
Multi-layered security will be supported by the application.,FT
The application needs to allow for multiple strategies.,FT
New features will be highlighted in the product.,LF
Design patterns and coding best practices will be used to develop a minimum of 5 different software modules for the system to ensure flexibility and adaptability.,MN
Database queries shall be optimized to minimize storage space and ensure efficient data retrieval.,MN
Continuous service availability is important for enterprise applications.,A
All user interactions with the Disputes application must be logged and stored in a secure database.,L
The maximum response time for all user interface actions is 2 seconds.,PE
The system shall display tax information for the order.,FR
Up to 500 users will be provided with the application.,SC
We need to be able to interface with the following browsers.,O
The system should provide the ability to use a formal standard terminology model.,SE
The system needs to ensure compliance with the law.,L
Each product in the catalog will have a digital image.,US
The application needs to support a lot of platforms.,PO
Full news report is shown after choosing the corresponding news title.,FR
The number of possible values defining the packet priority and the number of queue managed in the upstream direction should be in line with the number of concurrent services supported.,PE
The system should provide audit information about additions and changes to the status of destinations and sources.,SE
"The product will use color-coding and iconography to highlight critical information, which will improve data recognition for 85% of users.",US
Product shall be able to handle up to 3000 concurrent online chat sessions.,SC
The software has to follow the Telephone Consumer Protection Act.,L
The application has low response times.,SC
The system will operate within the operating system.,O
"The system will provide built-in support for data import and export in a number of formats, including csv, sxs, and json.",O
The system has to allow for remote updates.,PO
The application needs to support the efficient handling of concurrent tasks.,PE
A Security Domain other than the Issuer Security Domain shall implement [at least] one Secure Channel Protocol.,SE
Integration with various data warehouses will be supported by the system.,PO
The product has to comply with the Federal Deposit Insurance Corporation guidelines.,L
The product must comply with the Fair Credit Reporting Act (FCRA) regulations regarding credit reporting.,L
The application needs to run on a number of devices.,PO
A malicious data input shall not result in a complete system shutdown.,FT
Each video stream must start within 2 seconds of the user's request in order for the application to handle 100 concurrent streams.,PE
Historical statistics and data will be stored in the secondary database.,O
The system must comply with the rules set by the user and not vary unless explicitly changed by the user.,L
The product shall provide GUI based Monitoring Services.System Administrators shall monitor message exchanges will predict and determine problems and will also provide internal and external support.,LF
"A minimum of 500,000 concurrent requests shall be able to be handled by the product within two years of its launch.",SC
Features for managing user preferences will be included in the product.,O
Invoices will be generated within 6 seconds of a completed purchase.,PE
"Up to 10,000,000 records in the database will be accommodated by the system.",SC
Average number of system updates per quarter shall be 5000.,SC
The database will be used to store data for active users.,O
The look and feel of the system will be in line with the user interface standards of the smart device.,LF
System will use secured database.,SE
Feedback from users shall be collected and used to improve the product.,US
The system must be available 99 times for every 100 user interactions.,A
Disaster recovery can be supported by the software.,FT
Consistency in tHe product is a must.,LF
A minimum of 1000 concurrent users shall be able to access the product simultaneously.,SC
80% of users should get notifications at least 24 hours in advance.,MN
Product shall be able to handle a minimum of 4000 concurrent users.,SC
The parts that have changed must be updated.,O
The DUAP System shall be able to log system operations.,SE
Common maintenance tasks will be offered by the system.,MN
Ensuring updates are reflected across all devices within 1 second is what the system will support.,PE
Product shall be able to detect and respond to power outages and other types of physical failures.,FT
"In case of system failure, the product will allow forIncremental backups.",FT
The WCS system shall have a maximum downtime of 30 minutes per year.,A
A robust security framework is required to protect user data and ensure compliance with industry standards and regulations.,O
NPAC SMS NMS shall use SNMP to detect communication errors.,SE
"Code documentation shall be updated at least quarterly, and shall include information on all software components, including design patterns, algorithms, and coding best practices.",MN
Users will be able to view related products in less than 4 seconds.,PE
"NPAC SMS shall ensure that for each recorded event, the audit log contains the following: Date and time of the event, User identification including relevant connection information, Type of event, Name of resources accessed or function performed, Success or failure of the event.",SE
The product will support increased processing power needs.,SC
The product will allow for user feedback and suggestions.,O
The system will have a maintenance mode.,MN
The system shall allow user to confirm the purchase.,FR
Multiple remote users will be supported by the product.,SC
Dependent databases/filesystems shall remain operational in the event of a power outage.,FT
All employee training shall include compliance with the Americans with Disabilities Act.,L
"The product will be able to handle 5,000 concurrent users.",SC
The system shall enable user to enter the payment information.,FR
"Product shall be accessible on various devices, including tablets and smartphones.",US
The system needs to support resources 24/7.,A
Load balancing is required to avoid overload.,FT
The product will ensure that all maintenance tasks are completed in 30 minutes.,PE
The product shall information Security. The product shall enable privacy by encryption WS-Security and Integrity Checking.,SE
The system shall be displayable on any work computer a CCR user may have. The system interface shall be formatted to display at 800 by 600 pixel resolution.,LF
"Users shall be able to easily reserve a conference room, 90% of users will be able to successfully reserve a conference room within 5 minutes of product use",US
The system needs to be easy to scale based on user demand.,PO
The guidelines of the Sarbanes-Oxley Act are what the application must adhere to.,L
Personal information security is defined outside the scope of the SDMS by the database server.,SE
Portable application should be able to function with limited internet connectivity.,PO
The application has to support compliance with theEFTA.,L
"The system will need policy and procedures protecting the data from intentional or unintentional modifications, and to ensure accurate data are made available.",SE
The system must comply with the FCRA.,L
The product should be able to be used by beginners on the internet.,US
"The interface will incorporate visual themes that change based on the time of day, creating a dynamic and engaging user experience.",LF
The product needs to be accessible from many locations.,PO
Responses to queries shall take no longer than 7 seconds to load onto the screen after the user submits the query.,PE
Data integrity must be maintained during transmission.,O
The list of dispute cases that are displayed after a search must be colorcoded for easy identification of dispute cases based on the case status.,US
Real-time updates and notifications will be provided by the application.,US
The card must ensure that the transaction is performed by the same POS device as was used for the purchase being canceled and that the amount of the cancellation is the same as the amount of the purchase or in the case of an incremental purchase the same as the amount of the last step,SE
The product needs to provide multi-factor security.,O
The system needs to be able to adapt for use in automotive embedded systems.,PO
"Product shall be available for use 24 hours per day, 7 days a week, excluding public holidays.",A
All business rules specified in the Disputes System shall be in compliance to the guidelines of the Truth-in-Lending Act.,L
The product needs to support automated system health checks.,FT
"When a ship is sunk by a torpedo, the product shall simulate the sound of a torpedo impact.",LF
A minimum of 80% of product changes will be implemented through a formal change management process.,MN
Regular code reviews will be conducted quarterly by independent third-party auditors to ensure adherence to coding best practices.,MN
"To the extent that the EHRi supports the replacement of paper-based prescriptions, a facility for the application, recognition and verification of digital signatures will be among the services provided by the EHRi, as Canadian law requires that prescriptions be signed.77 Although the principle use of digital signatures would probably be for e-prescribing, there are many other less common situations where the signature of a physician might be required upon a form (for example, death certificates).",SE
The software will be designed to minimize hardware failures.,PO
Adjusters and Collision Estimators shall be able to easily find and access frequently used features within 80% of the product,US
"A logical and consistent layout will make it easy for users to navigate and find the information they need, with 85% of users reporting satisfaction with the layout.",US
"NLM System Administration/Programming Access: Provides an NLM Administrative/Programming Level, ultimate rights to the system, required for its management, development, and for assigning appropriate rights to users.",SE
"Support for multiple screen resolutions, including 4K and 1080p, for optimal user experience.",O
System shall allow for a minimum of 8 concurrent connections.,PE
"During unexpected shutdowns, the product will maintain user session data.",FT
The software will meet the requirements.,L
The system shall lock the account after 3 login attempts. This will require portal admin action to unlock the account.,SE
The System shall be capable of registering Users for the purpose of controlling their access to System Elements and Data Products.,SE
"Movie streaming shall be available 365 days a year, with no scheduled downtime.",A
There may be multiple certification authorities that manage keys for the system including the possibility of one overall highest level certification authority (perhaps on an international level) and domestic certification authorities for each country or region,SE
The user shall select to save the preferred repair facility ratings.,FR
Up to 1000 concurrent integrations are supported by the application.,SC
The product will allow for easy searching of conference rooms.,US
IzognMovies will be able to stream African movies if they meet licensing requirements.,L
The product shall be able to send meeting notifications via different kinds of end-user specified methods.,FR
Comprehensive fault documentation is provided by the system.,FT
The COPPA requires that the system meet certain requirements.,L
The product will allow the user to view downloaded search results.,FT
All Web pages created by the system will be fully downloaded in 10 seconds.,PE
A Web interface shall be designed to adapt to various screen resolutions and aspect ratios.,PO
NPAC SMS shall be developed using a corporate policy governing the development of software.,SE
The product will comply with the guidelines.,L
Recreation of historical data for the period of previous 6 months shall take no more than 30 minutes.,PE
Real-time inventory checks can be performed in less than 5 seconds.,PE
Continuous availability for critical applications will be maintained by the system.,A
"For user convenience, the website will maintain a minimum uptime of 99.5%.",A
The system will give a clear and concise interface.,MN
"Not all Gatekeeper account holders will have access to the GridBGC system, Users must be approved by the GridBGC administrator(s) for access.",SE
The product will have a premade toolbar with user-defined shortcuts.,LF
The National Institute of Standards and Technology (NIST) has guidelines for the system.,L
The software needs to make sure there is minimal disruption during updates.,MN
"The application will have animated loading indicators that inform users of ongoing processes, minimize perceived wait times and enhance the user experience.",LF
The system shall show the meetings to the user in ascending time order by default.,FR
The application will be able to complete every user transaction within one fourth of a second.,PE
Multi-threading and load balancing will be provided by the product.,PE
The system will make sure that all user actions are reversed and that there is an undo function to correct mistakes.,US
Task completion time can be reduced by 70% for new users if the application includes a wizard.,US
The system shall prevent malicious attacks including denial of service.,SE
The Financial Records Management Act requires all financial records to be retained.,L
The system will provide immediate access to critical system logs.,PE
hover effects will be included in the interface to indicate interactive elements.,LF
Product shall be able to handle up to 2500 concurrent users within 3 years of the initial launch.,SC
For each class within a sequence for a cohort Program Administrators and Nursing Staff Members shall be able to specify which quarter that class will be offered.,FR
Flexibility in data storage and retrieval is ensured by the system being designed to work with various database management systems.,O
"Customer support shall be available via phone, email, and live chat, 24 hours a day, 7 days a week.",A
The software cannot be down for more than 15 minutes per week.,A
Any data that should be viewed by a restricted audience must be protected with appropriate security features.,SE
"During crashes, the application shall retain user data.",FT
The application will make sure that all text is legible and that it has a contrast against the background.,LF
Product shall be able to continue operating in a degraded mode if one of its components fails.,FT
The application needs to be compatible with smart home systems.,PO
The application has to allow for high data throughput.,SC
The system needs to maintain a high service uptime.,A
The product must be able to interface with various database management systems. The product shall communicate successfully with the database management system on 100% of all transactions.,O
All actions performed by the merchant in a dispute case must be documented and stored in a secure location for at least five years.,L
System should be able to run on a variety of network protocols.,PO
The application will meet legal requirements of the EPA.,L
Technical units will be able to get defect reports on a 24x7 basis.,A
"Defect reports shall be available to support teams on a 24x7 basis, with a response time of 1 hour.",A
STEWARDS will use the user classes described in section 2.3 above to define boundaries of information sharing to ensure confidentiality as appropriate.,SE
The accuracy of the Generic Answer Construction unit will be close to 70%.,PE
The product will have features to diagnose issues automatically.,FT
There will be a dedicated hotline from 6am to 10pm.,A
"When a shot is marked as a foul, the product shall simulate the sound of a referee blowing a whistle.",LF
The response time of general student management tasks shall take no longer than 5 seconds and the response time of schedule generation shall take no longer than 30 seconds.,PE
A minimum of 4 users shall be allowed to work at the same time.,PE
Real-time updates will be provided by the system.,LF
The guidelines of the National Labor Relations Act are what the system will comply with.,L
All transactions shall be processed within 30 seconds of submission.,A
"Unless noted by an exception, any interface between a user and the automated system will have a maximum response time of five seconds.",PE
The product needs to support operation in a serverless environment.,PO
75% of users need to be able to set their language settings on their own.,MN
"The application needs to support drag-and-drop for file management and organization, with 90 percent of users finding the feature intuitive and useful.",US
Real-time monitoring and alerting will be provided by the application.,O
The NEPA requires software to comply.,L
The user should be able to personalize bookmarks.,US
Automated testing and validation shall be performed on all new features and functionality before release to end users.,MN
Users should send notifications within 3 minutes.,MN
"The product will be able to support 10,000 active sessions simultaneously.",SC
A user should be able to access the system from any location.,PO
The system must validate all user input to ensure it does not exceed the specified size.,SE
"The product will be able to handle 50,000 requests in an hour.",SC
The system will adhere to the standards of the BCBS.,L
The application needs to support cross-browser compatibility.,PO
"Security Requirement 30 Securely Backing Up Data All organisations hosting components of the EHRi must back up PHI and security critical system data in a manner that ensures the confidentiality, integrity, and availability of the data ; and b) store the backed-up data in a physically secure environment off-site (see section 5.7).",SE
A bug tracking system will be used to manage and prioritize defects found during testing and maintenance.,MN
The product has to provide an interface for custom integrations.,O
Item c is intended to integrate business continuity planning in IT systems with broader plans to maintain services to patients.,SE
Product shall be able to support 1000 nursing students and their classes for the next 15 years.,SC
The application needs to allow for configuration of multiple strategies.,FT
"The system will ensure that all interactive elements are accessible via both mouse and keyboard, with 90 percent of users finding the interactions smooth and responsive.",US
The system will offer a full-screen mode that will enhance user focus and reduce distraction.,LF
"The product will offer in-app tips that adapt to user behavior, with 90 percent of users finding them useful.",US
The system will provide a mechanism for failed integrations.,FT
Multiple users can work together smoothly and efficiently if the product has real-time collaboration features.,US
The product will have a search accessible bar.,US
The Securities Exchange Act requires all financial disclosures for public companies to comply.,L
The system will be in compliance with the standards of the Health Insurance Portability and Accountability Act.,L
The product will use color-coding and iconography to highlight critical information and improve data recognition for 85% of users.,US
SOA to NPAC SMS interface and the NPAC SMS to Local SMS interface shall convey the authenticator in the CMIP access control field.,SE
Drag-and-drop will be supported by the interface for rearranging dashboardwidgets.,LF
The IRS regulations require all tax reporting to comply.,L
There will be support for mobile users.,PO
"Users shall be motivated to use the product, 80% of users surveyed report they are regularly using the product after the first 2 weeks post-launch",US
The administrator is permitted all the privileges of the general user in addition to the privileges to configure the system and modify fixed data and diagnostic settings.,SE
Each time a conference room is reserved the conference room schedule shall be updated to reflect the time and date of the reservation.,FR
The software needs to be able to work with voice-controlled assistants.,PO
The vehicle location shall include street address city state and zipcode,FR
The system allows the System Administrator to configure a timeout after which a user is automatically logged out of Mashbot.,SE
"Up to 200,000 concurrent user sessions must be enabled by the application.",SC
novice users will be able to purchase and watch content in less than 3 minutes.,US
The product shall allow the user to view previously downloaded search results CMA reports and appointments.,FT
The product should allow for the creation of groups.,MN
Multiple virtual machine environments are expected to be supported by the system.,PO
Users will be provided with estimated downtime notifications.,FT
The product will be able to handle 10 000 concurrent users within 2 years.,SC
Load balancing will be implemented to distribute traffic evenly.,FT
The product will use animated transitions to enhance the user experience.,LF
The interface shall be easy to use. 90% of users should be able to successfully use the system to generate a report on their first use. The interface should adhere to IBM usability standards.,US
The product shall use symbols and words that are naturally understandable by the realtor community.,US
The product shall be used in office environments.,O
The system will use symbols and words that are understandable by the user community.,US
The Health Information Technology for Economic and Clinical Health Act requires all healthcare data to comply.,L
The system shall allow the user to modify the date exclusion set of an already submitted meeting response.,FR
The system shall provide a contractual agreement with an internet service provider who can provide 99.999% availability through their network facilities onto the internet.,A
Customer support will be available on the phone for 16 hours a day.,A
Server failure shall not occur more than 1% of the available online time.,A
The system has to be operational 497 times.,A
The display will be refreshed every 60 seconds.,PE
The maximum response time is 1 second.,PE
Product shall be able to handle up to 3000 concurrent online meetings.,SC
The system should work well on virtual workstations.,PO
Searches interface will be web-accessible and must be Section 508 compliant.,SE
All business rules specified in the Disputes System shall be in compliance with the guidelines of the Federal Trade Commission.,L
The system will give a toll-free support number.,A
"The System shall provide the capability to operate in a Restricted Access Mode, within which only users meeting certain criteria will be authorized access to the data.",SE
The system will have a toll free number for support.,A
An end-user may use this application on any device with a supported browser.,PO
California Consumer Privacy Act (CCPA) standards must be complied with by the application.,L
"When system resources are running low, the product will allow for user-defined thresholds.",FT
Critical services must be supported by the application.,FT
All business rules specified in the Disputes System shall be in compliance with the Gramm-Leach-Bliley Act (GLBA) regulations.,L
The map on the campus can provide clues about what areas have prepared audio.,LF
The NIST Cybersecurity Framework guidelines require all data to be complied with.,L
The EHRi may be required to keep a record of all cross-jurisdictional transfers of PHI.,SE
The system will give immediate access to features that are frequently used.,PE
The system will be able to query up to one million records within 3 seconds.,SC
"VLER DAS stores the ""Transaction Type"" (description of action, e.g., Retrieve) , when available, in an audit log.",SE
"In this case, user is able to browse categories according to his/her wishes. User can also see how many items each category has.",FR
"When a ship's navigation system provides a warning of shallow water, the product shall simulate the sound of a warning bell.",LF
The product will meet the requirements of the bureau.,L
